step,train_loss,forward_duration,backward_duration,total_duration,before_gpu_mem,forward_gpu_mem,backward_gpu_mem,peak_gpu_mem,eval_loss,eval_duration
1,11.0,0.13721612375229597,0.18142597563564777,0.31864209938794374,334344192,20752478208,6587298304,32469635072,10.685267857142858,0.07288119127042592
2,10.6875,0.022751353681087494,0.09480464085936546,0.11755599454045296,650145792,19197620224,6587298304,30913269760,,
3,10.4375,0.02285399567335844,0.09340823348611593,0.11626222915947437,650145792,19197620224,6587232768,30913269760,,
4,10.25,0.022330203093588352,0.09420658834278584,0.11653679143637419,650080256,19197554688,6587298304,30913269760,,
5,10.125,0.022349942475557327,0.09364628419280052,0.11599622666835785,650145792,19197620224,6587232768,30913269760,,
6,10.0,0.0221880916506052,0.09331238269805908,0.11550047434866428,650080256,19197554688,6587298304,30913269760,,
7,9.9375,0.024967066943645477,0.09547612443566322,0.1204431913793087,650145792,19197620224,6587232768,30913269760,,
8,9.8125,0.022259282879531384,0.09339961130172014,0.11565889418125153,650080256,19197554688,6587298304,30913269760,,
9,9.75,0.022239922545850277,0.09442942775785923,0.11666935030370951,650145792,19197620224,6587232768,30913269760,,
10,9.75,0.022310271859169006,0.09362962562590837,0.11593989748507738,650080256,19197554688,6587298304,30913269760,9.642857142857142,0.07239575148560107
11,9.6875,0.022930526174604893,0.09420865774154663,0.11713918391615152,650145792,19197620224,6587232768,30913269760,,
12,9.625,0.02256771456450224,0.0967220114544034,0.11928972601890564,650080256,19197554688,6587298304,30913269760,,
13,9.5625,0.023139786906540394,0.09430181793868542,0.11744160484522581,650145792,19197620224,6587232768,30913269760,,
14,9.5,0.023104497231543064,0.09398554638028145,0.11709004361182451,650080256,19197554688,6587298304,30913269760,,
15,9.5,0.022332623600959778,0.09392527583986521,0.11625789944082499,650145792,19197620224,6587232768,30913269760,,
16,9.4375,0.022261732257902622,0.09332346171140671,0.11558519396930933,650080256,19197554688,6587298304,30913269760,,
17,9.375,0.05093589052557945,0.10402748081833124,0.1549633713439107,650145792,19197620224,6587232768,30913269760,,
18,9.3125,0.022384213283658028,0.09339748322963715,0.11578169651329517,650080256,19197554688,6587298304,30913269760,,
19,9.3125,0.02228771150112152,0.09356504399329424,0.11585275549441576,650145792,19197620224,6587232768,30913269760,,
20,9.25,0.022336432710289955,0.09392685443162918,0.11626328714191914,650080256,19197554688,6587298304,30913269760,9.169642857142858,0.07572359295694955
21,9.1875,0.027746612206101418,0.1226944038644433,0.15044101607054472,650145792,19197620224,6587232768,30913269760,,
22,9.125,0.02235043328255415,0.09338459372520447,0.11573502700775862,650080256,19197554688,6587298304,30913269760,,
23,9.125,0.02224345225840807,0.0942679364234209,0.11651138868182898,650145792,19197620224,6587232768,30913269760,,
24,9.0625,0.02224289160221815,0.09355796314775944,0.11580085474997759,650080256,19197554688,6587298304,30913269760,,
25,9.0,0.022212971933186054,0.09354712441563606,0.11576009634882212,650145792,19197620224,6587232768,30913269760,,
26,9.0,0.02222044114023447,0.0938941864296794,0.11611462756991386,650080256,19197554688,6587298304,30913269760,,
27,8.9375,0.022411922924220562,0.09839155059307814,0.1208034735172987,650145792,19197620224,6587232768,30913269760,,
28,8.9375,0.02311837673187256,0.09358349349349737,0.11670187022536993,650080256,19197554688,6587298304,30913269760,,
29,8.875,0.022186613641679287,0.09335869364440441,0.1155453072860837,650145792,19197620224,6587232768,30913269760,,
30,8.8125,0.02233688347041607,0.09397158585488796,0.11630846932530403,650080256,19197554688,6587298304,30913269760,8.754464285714286,0.07571007417781013
31,8.8125,0.022431769408285618,0.10442321375012398,0.1268549831584096,650145792,19197620224,6587232768,30913269760,,
32,8.75,0.02230006828904152,0.09375890158116817,0.1160589698702097,650080256,19197554688,6587298304,30913269760,,
33,8.75,0.022541149519383907,0.12067866791039705,0.14321981742978096,650145792,19197620224,6587232768,30913269760,,
34,8.6875,0.028601045720279217,0.09594074450433254,0.12454179022461176,650080256,19197554688,6587298304,30913269760,,
35,8.625,0.02251116931438446,0.09411619324237108,0.11662736255675554,650145792,19197620224,6587232768,30913269760,,
36,8.625,0.02244632877409458,0.0933826882392168,0.11582901701331139,650080256,19197554688,6587298304,30913269760,,
37,8.5625,0.022330240346491337,0.09413628559559584,0.11646652594208717,650145792,19197620224,6587232768,30913269760,,
38,8.5625,0.022340028546750546,0.09340354893356562,0.11574357748031616,650080256,19197554688,6587298304,30913269760,,
39,8.5,0.022286897525191307,0.0943689662963152,0.1166558638215065,650145792,19197620224,6587232768,30913269760,,
40,8.5,0.0222679590806365,0.09339962992817163,0.11566758900880814,650080256,19197554688,6587298304,30913269760,8.410714285714286,0.07407432375475764
41,8.4375,0.022714710794389248,0.10477486625313759,0.12748957704752684,650145792,19197620224,6587232768,30913269760,,
42,8.4375,0.0224096504971385,0.09338758885860443,0.11579723935574293,650080256,19197554688,6587298304,30913269760,,
43,8.375,0.022333139553666115,0.09379596170037985,0.11612910125404596,650145792,19197620224,6587232768,30913269760,,
44,8.375,0.022354918532073498,0.09408903401345015,0.11644395254552364,650080256,19197554688,6587298304,30913269760,,
45,8.3125,0.022349059581756592,0.0933853704482317,0.11573443002998829,650145792,19197620224,6587232768,30913269760,,
46,8.3125,0.022845742292702198,0.09420940466225147,0.11705514695495367,650080256,19197554688,6587298304,30913269760,,
47,8.25,0.022241738624870777,0.09337359014898539,0.11561532877385616,650145792,19197620224,6587232768,30913269760,,
48,8.25,0.022484430111944675,0.09436261467635632,0.11684704478830099,650080256,19197554688,6587298304,30913269760,,
