epoch,train_loss,eval_loss,duration_sec
16,11.001677703857421,10.996525382995605,1.2591419219970703
17,11.001675415039063,10.996524810791016,1.277428388595581
18,11.001673889160156,10.996525192260743,1.274827480316162
19,11.00167179107666,10.996524810791016,1.3405957221984863
20,11.001670455932617,10.996525001525878,1.583780288696289
21,11.001669883728027,10.996525192260743,1.5525836944580078
22,11.001668548583984,10.996525001525878,1.5863335132598877
23,11.001667976379395,10.996525001525878,2.045902967453003
24,11.001667976379395,10.996524238586426,1.6113317012786865
25,11.001667594909668,10.996524429321289,1.3499095439910889
26,11.001667594909668,10.996524429321289,1.5153734683990479
27,11.00166721343994,10.996524620056153,1.3933100700378418
28,11.001667022705078,10.996524429321289,1.3878791332244873
29,11.001666831970216,10.996524429321289,1.435422420501709
30,11.001666641235351,10.996524620056153,1.2956650257110596
31,11.001666450500489,10.996524429321289,1.2686522006988525
32,11.001666641235351,10.996524429321289,1.3414216041564941
33,11.001666450500489,10.996524429321289,1.4907312393188477
34,11.001666450500489,10.996524810791016,1.191190481185913
35,11.001666069030762,10.996524810791016,1.377532958984375
36,11.001666069030762,10.996524238586426,1.9242584705352783
1,11.001681900024414,11.012024688720704,1.1487312316894531
2,10.9970552444458,11.011855506896973,1.1466224193572998
3,10.994169807434082,11.011784553527832,1.1482329368591309
4,10.99191665649414,11.011758422851562,1.1400556564331055
5,10.989963340759278,11.011715698242188,1.248617172241211
6,10.98817481994629,11.011685943603515,1.4431695938110352
7,10.986410331726074,11.01164894104004,1.1708121299743652
8,10.984766578674316,11.011641502380371,1.271162986755371
9,10.98335666656494,11.01164951324463,1.3808467388153076
10,10.982148742675781,11.011648178100586,1.6359071731567383
11,10.981101799011231,11.011628150939941,1.517425775527954
12,10.980171203613281,11.01159439086914,1.384608507156372
13,10.979471778869629,11.011578369140626,1.2292883396148682
14,10.979072570800781,11.011559867858887,1.2724809646606445
15,10.97868824005127,11.011524391174316,2.209197521209717
16,10.978316497802734,11.011500930786132,1.7549934387207031
17,10.97795524597168,11.011472511291505,1.6192948818206787
18,10.977604484558105,11.011441612243653,1.9175317287445068
19,10.977261161804199,11.011407089233398,1.7354934215545654
20,10.976927185058594,11.011383819580079,1.262319803237915
21,10.976604461669922,11.01136474609375,1.6352450847625732
22,10.976290512084962,11.011346435546875,1.2843496799468994
23,10.975986671447753,11.011330604553223,1.3341968059539795
24,10.975738906860352,11.01132869720459,1.5608680248260498
25,10.975590705871582,11.011320304870605,1.4967544078826904
26,10.97544231414795,11.011315727233887,1.2666373252868652
27,10.975302505493165,11.011301612854004,1.5690665245056152
28,10.975160217285156,11.011296844482422,1.2078182697296143
29,10.975022125244141,11.011292839050293,1.2818472385406494
30,10.974882888793946,11.01129150390625,1.0863096714019775
31,10.974746704101562,11.011285591125489,1.3860750198364258
32,10.974611282348633,11.011287689208984,1.242767572402954
33,10.974477005004882,11.011266899108886,1.4183735847473145
34,10.974344062805176,11.011264991760253,1.2130086421966553
1,10.999826622009277,11.010119247436524,1.7730803489685059
2,10.986033058166504,11.010284996032714,2.030367374420166
3,10.977232742309571,11.010459899902344,1.8791677951812744
4,10.97094554901123,11.010493278503418,1.9254372119903564
5,10.965628814697265,11.01047420501709,1.9685046672821045
6,10.961053657531739,11.010530471801758,1.7029542922973633
7,10.957086181640625,11.010622215270995,1.754774570465088
8,10.953713417053223,11.010615348815918,2.5712482929229736
9,10.950961303710937,11.010531806945801,2.5969066619873047
10,10.948617935180664,11.010496520996094,2.0404326915740967
11,10.946632766723633,11.010491371154785,1.8000457286834717
12,10.94496555328369,11.010503768920898,2.1895861625671387
13,10.943723678588867,11.01050033569336,1.9740006923675537
14,10.94300136566162,11.010528373718262,1.5705657005310059
15,10.942309951782226,11.010565185546875,1.6617958545684814
16,10.941670227050782,11.01058750152588,2.500281572341919
17,10.941051292419434,11.010614395141602,1.9866912364959717
18,10.940459060668946,11.01063175201416,1.6309840679168701
1,11.000635147094727,11.03001070022583,0.8994874954223633
2,10.989806652069092,11.0298490524292,1.0074031352996826
3,10.982542037963867,11.02974796295166,0.8622863292694092
4,10.976832866668701,11.029608726501465,0.8666958808898926
5,10.97198486328125,11.02915096282959,0.8595247268676758
6,10.967755794525146,11.028338432312012,0.9253227710723877
7,10.964161396026611,11.027429103851318,0.8865032196044922
8,10.961126804351807,11.026807308197021,0.8929555416107178
9,10.958513259887695,11.026576519012451,0.8716683387756348
10,10.956191539764404,11.02662467956543,0.8678393363952637
11,10.954058170318604,11.026872158050537,0.8959529399871826
1,10.999239444732666,11.014132499694824,0.8180122375488281
2,10.981544971466064,11.013911724090576,0.8219106197357178
3,10.969707012176514,11.013877868652344,0.8173527717590332
4,10.962316989898682,11.013800621032715,0.8182284832000732
5,10.957059383392334,11.01375675201416,0.8215982913970947
6,10.952857494354248,11.013225078582764,0.8358783721923828
7,10.949987411499023,11.012214183807373,0.871894121170044
1,10.47055959701538,11.579916954040527,1.223682165145874
2,5.960783243179321,15.64554500579834,1.1990623474121094
3,4.30251932144165,13.957432746887207,1.2628414630889893
4,3.403986096382141,15.393913269042969,1.293900728225708
1,11.001415252685547,11.00858736038208,1.3022358417510986
2,10.989666938781738,11.007658958435059,1.277618646621704
3,10.977984428405762,11.006691932678223,1.2240283489227295
4,10.965977191925049,11.005668640136719,1.261139154434204
5,10.953514099121094,11.004597663879395,1.2786662578582764
6,10.940496921539307,11.003461837768555,1.2916817665100098
7,10.926844120025635,11.002256393432617,1.2711269855499268
8,10.912476539611816,11.00098180770874,1.3012397289276123
9,10.89732313156128,10.999604225158691,1.3454418182373047
10,10.881312370300293,10.998112201690674,1.3179900646209717
11,10.864372730255127,10.996530532836914,1.1975786685943604
12,10.846428394317627,10.99483060836792,1.3005661964416504
13,10.827412605285645,10.993049144744873,1.365661382675171
14,10.807253360748291,10.99116563796997,1.2452130317687988
15,10.785882472991943,10.989166259765625,1.4924466609954834
16,10.763235092163086,10.987069606781006,1.4959967136383057
1,11.001611709594727,11.002872467041016,1.0562388896942139
2,10.93397045135498,10.999971389770508,0.9361176490783691
3,10.855504035949707,10.996559143066406,0.9360401630401611
4,10.762081146240234,10.992618560791016,0.9994654655456543
5,10.652230262756348,10.988092422485352,0.9242792129516602
6,10.524797439575195,10.982963562011719,0.9186856746673584
7,10.3786039352417,10.977075576782227,0.9276602268218994
8,10.211828231811523,10.970304489135742,0.9191937446594238
9,10.022244453430176,10.962257385253906,1.1678667068481445
10,9.80792236328125,10.952644348144531,0.957341194152832
11,9.568812370300293,10.940797805786133,0.9493844509124756
12,9.306193351745605,10.925965309143066,0.9665863513946533
13,9.022436141967773,10.906614303588867,1.0873310565948486
14,8.72088623046875,10.883920669555664,0.9566247463226318
15,8.405525207519531,10.8599214553833,0.9639425277709961
16,8.081881523132324,10.836213111877441,0.9460868835449219
17,7.755159378051758,10.81588363647461,0.9688255786895752
18,7.4320478439331055,10.799646377563477,1.1143343448638916
19,7.122109413146973,10.788899421691895,1.4115431308746338
20,6.834963321685791,10.785826683044434,1.3479158878326416
21,6.578108310699463,10.791871070861816,0.9766809940338135
22,6.355016708374023,10.80898380279541,0.9884786605834961
23,6.165367603302002,10.836833953857422,0.949087381362915
24,6.005814552307129,10.876516342163086,0.940253734588623
25,5.871413707733154,10.929770469665527,1.0068118572235107
26,5.757359504699707,10.999409675598145,0.9548561573028564
27,5.6596856117248535,11.08823013305664,0.9669528007507324
28,5.575090408325195,11.187777519226074,0.948383092880249
29,5.5009331703186035,11.316120147705078,1.0008912086486816
30,5.435286998748779,11.443798065185547,0.9930534362792969
31,5.376723766326904,11.575705528259277,0.9899249076843262
32,5.324099063873291,11.637053489685059,1.0703692436218262
33,5.299430847167969,11.674477577209473,1.3560130596160889
34,5.275329113006592,11.705554008483887,1.1053786277770996
35,5.251729488372803,11.733625411987305,1.2883565425872803
36,5.2286295890808105,11.758966445922852,1.1092908382415771
37,5.206066608428955,11.780582427978516,1.2188825607299805
38,5.184113025665283,11.800251007080078,1.2609002590179443
39,5.162867069244385,11.817279815673828,1.393782615661621
40,5.142424583435059,11.831777572631836,1.3899648189544678
41,5.1228861808776855,11.844179153442383,1.2956664562225342
42,5.104323863983154,11.855001449584961,1.264101266860962
43,5.086808204650879,11.859905242919922,1.2437739372253418
44,5.078427791595459,11.863906860351562,1.0411646366119385
45,5.070267200469971,11.867269515991211,1.052610158920288
46,5.062326431274414,11.87002182006836,1.1091585159301758
47,5.054600715637207,11.872326850891113,1.2307908535003662
48,5.047085762023926,11.874102592468262,0.9786701202392578
49,5.039775848388672,11.876084327697754,1.0301198959350586
50,5.032658100128174,11.877171516418457,0.9646651744842529
51,5.025726795196533,11.878019332885742,0.9545125961303711
52,5.018965244293213,11.878933906555176,0.9715776443481445
53,5.012360572814941,11.879732131958008,1.2004156112670898
54,5.005898952484131,11.87948226928711,1.1123731136322021
55,5.002711772918701,11.879814147949219,1.1111955642700195
56,4.999545574188232,11.879982948303223,1.1238584518432617
57,4.996400356292725,11.879644393920898,0.9777021408081055
58,4.993269443511963,11.879636764526367,1.079366683959961
1,11.001618385314941,10.997063636779785,1.8768565654754639
2,10.923672676086426,10.984517097473145,1.5787055492401123
3,10.809123992919922,10.96247386932373,1.5543162822723389
4,10.637103080749512,10.9237060546875,1.7696964740753174
5,10.384153366088867,10.856389999389648,1.726409912109375
6,10.02942943572998,10.746861457824707,1.7418246269226074
7,9.570466995239258,10.602808952331543,1.8835527896881104
8,9.02241039276123,10.446925163269043,1.732405662536621
9,8.418906211853027,10.306397438049316,1.7554957866668701
10,7.801502227783203,10.212535858154297,1.7627949714660645
11,7.209817886352539,10.199882507324219,1.7492592334747314
12,6.6917595863342285,10.303167343139648,1.752072811126709
13,6.282687664031982,10.512179374694824,2.061422109603882
14,5.983996868133545,10.777751922607422,2.4758119583129883
15,5.767271041870117,11.05953311920166,1.892148733139038
16,5.602927207946777,11.32986831665039,1.9361743927001953
17,5.473127365112305,11.573015213012695,1.8284132480621338
18,5.36880350112915,11.74199104309082,2.0191397666931152
19,5.284881114959717,11.855778694152832,2.4843437671661377
20,5.216917991638184,12.035789489746094,2.0912344455718994
21,5.160114765167236,12.198155403137207,1.8405637741088867
22,5.1100754737854,12.345321655273438,1.8440659046173096
23,5.064476490020752,12.41242504119873,1.8219141960144043
24,5.04265022277832,12.473631858825684,1.8348853588104248
25,5.0211992263793945,12.53068733215332,1.8344411849975586
26,5.001579284667969,12.586445808410645,1.82830810546875
27,4.985115051269531,12.639352798461914,1.8568115234375
28,4.9726457595825195,12.693951606750488,1.8809146881103516
29,4.9643354415893555,12.747040748596191,1.7252676486968994
30,4.959689617156982,12.80070972442627,1.7235848903656006
31,4.957754611968994,12.852767944335938,1.6952440738677979
32,4.957351207733154,12.900115013122559,1.641000747680664
33,4.957337379455566,12.945512771606445,1.6566011905670166
34,4.956796169281006,12.966066360473633,1.6509041786193848
35,4.955828666687012,12.983684539794922,1.6701829433441162
36,4.953974723815918,13.001116752624512,1.7135112285614014
1,11.001733779907227,11.029312133789062,3.1069204807281494
2,10.84365463256836,11.023456573486328,3.099763870239258
3,10.54061222076416,11.009416580200195,3.0598061084747314
4,9.991230010986328,10.968238830566406,3.097851037979126
5,9.143380165100098,10.872851371765137,3.1222615242004395
6,8.085248947143555,10.794507026672363,3.7091500759124756
7,7.023613929748535,10.841861724853516,3.161824941635132
8,6.191822052001953,11.43677043914795,3.131648540496826
9,5.699360370635986,12.246034622192383,3.239567518234253
10,5.404636859893799,12.901311874389648,3.1873202323913574
11,5.201749324798584,13.494114875793457,3.2157323360443115
12,5.0558953285217285,14.051081657409668,3.1904079914093018
13,4.948812007904053,14.537393569946289,3.2922756671905518
14,4.864327907562256,14.981082916259766,3.3063085079193115
15,4.797046184539795,15.417074203491211,3.461982011795044
16,4.75913143157959,15.767650604248047,3.5102312564849854
17,4.756979465484619,16.07666778564453,3.535200834274292
18,4.7555131912231445,16.368513107299805,3.5337958335876465
19,4.734180927276611,16.636213302612305,3.49131178855896
20,4.692142963409424,16.877229690551758,3.5107104778289795
21,4.63034725189209,17.094179153442383,3.48944354057312
22,4.5750956535339355,17.305795669555664,3.98576283454895
23,4.509225845336914,17.503812789916992,3.5972695350646973
24,4.475368499755859,17.693016052246094,3.716212749481201
25,4.439594745635986,17.865032196044922,4.449717998504639
26,4.405054569244385,18.011316299438477,4.708686828613281
27,4.368528842926025,18.140140533447266,4.585900783538818
28,4.333459854125977,18.247024536132812,3.6042118072509766
29,4.290613174438477,18.335771560668945,3.5334889888763428
30,4.238681793212891,18.416194915771484,3.750868797302246
31,4.186197280883789,18.495906829833984,3.479785680770874
32,4.13794469833374,18.564537048339844,3.6376566886901855
33,4.093905925750732,18.62863540649414,4.426024913787842
34,4.052047252655029,18.679819107055664,4.202162742614746
35,4.009029388427734,18.71457290649414,3.617389678955078
36,3.9648332595825195,18.711549758911133,3.8979434967041016
37,3.9193148612976074,18.68549156188965,4.0946574211120605
38,3.8714263439178467,18.670663833618164,3.7661375999450684
39,3.821810483932495,18.6801700592041,3.539384603500366
40,3.769700765609741,18.58601188659668,3.868622064590454
41,3.7194042205810547,18.561687469482422,3.522592544555664
42,3.6702892780303955,18.51323699951172,3.548023223876953
43,3.6218678951263428,18.4571475982666,3.4931483268737793
44,3.5753438472747803,18.400598526000977,3.5100255012512207
45,3.526284694671631,18.34801483154297,3.518678665161133
46,3.474926233291626,18.305997848510742,3.486466407775879
47,3.4234907627105713,18.26017951965332,3.641380548477173
48,3.372161626815796,18.19141387939453,3.4502384662628174
49,3.3183088302612305,18.11931037902832,3.2811739444732666
50,3.2637059688568115,18.06353187561035,3.19034743309021
51,3.2082741260528564,18.027381896972656,3.9317805767059326
52,3.1521995067596436,18.008264541625977,3.568039655685425
53,3.0963804721832275,18.000303268432617,4.172912120819092
1,11.00390338897705,11.005224227905273,34.22085642814636
2,10.92814826965332,11.003166198730469,33.84885787963867
3,10.841191291809082,10.99970817565918,37.45271849632263
