train_loss,val_loss,val_accuracy,val_f1
1.169088876247406,1.1631572807536406,0.25830258302583026,0.14427615760028567
1.163027834892273,1.1445734360638786,0.25276752767527677,0.1385401265220229
1.1394245505332947,1.12523331712274,0.2656826568265683,0.13626764743747646
1.10977942943573,1.1096769290811874,0.2878228782287823,0.17762670037739403
1.1001011371612548,1.0949002995210535,0.33210332103321033,0.2671181825504429
1.0904815793037415,1.0816822683109957,0.4114391143911439,0.38286616601979934
1.0758767962455749,1.0688638652072233,0.4317343173431734,0.3842949913941664
1.0637364029884337,1.0593080205075882,0.46309963099630996,0.3811499262048429
1.0505577087402345,1.0510860926964705,0.47232472324723246,0.37449658083838455
1.034933477640152,1.0410353786805098,0.488929889298893,0.371107317395013
1.0191454768180848,1.0308460751000572,0.4944649446494465,0.35751898480512806
1.0060649812221527,1.0236031413078308,0.4981549815498155,0.3466682028654158
1.0333031177520753,1.018856381668764,0.5055350553505535,0.3434965992897113
0.9930116474628449,1.0136113149278305,0.5055350553505535,0.3430991184911849
1.0073885023593903,1.0102309987825506,0.503690036900369,0.3382715376969268
0.9949248552322387,1.0062553321613985,0.503690036900369,0.3378559706972991
0.9717964410781861,1.0006953583044165,0.503690036900369,0.33868812826059297
0.9738737881183624,0.9982370173229891,0.503690036900369,0.3382715376969268
0.9829168558120728,0.9928439469898448,0.503690036900369,0.3391057461746011
1.0123801529407501,0.9883926545872408,0.503690036900369,0.3395243952439524
0.9341492235660553,0.9848192772444557,0.503690036900369,0.3399440792924617
1.0007511913776397,0.9795166832559249,0.503690036900369,0.3399440792924617
0.9834712028503418,0.9759911842205945,0.503690036900369,0.3508188539657734
0.9760350406169891,0.9732688034282011,0.5129151291512916,0.377417514312271
0.9958723187446594,0.9654172255712397,0.511070110701107,0.3735540791455427
0.9806239604949951,0.9566158810082603,0.503690036900369,0.3532309841705042
0.9402398049831391,0.9482584437903236,0.5,0.3378712871287129
0.9548733472824097,0.9445271018673392,0.5018450184501845,0.34219721229470357
0.9645185887813568,0.9318537221235388,0.5202952029520295,0.39040445152202163
0.8911627888679504,0.9253654900719138,0.5295202952029521,0.4079097946406404
0.8865933418273926,0.9207666674081016,0.507380073800738,0.3504221332535906
0.8721060335636139,0.9199614156694973,0.5092250922509225,0.35414427063500714
0.8516820847988129,0.915949144784142,0.5645756457564576,0.5063237960621714
