train_loss,val_loss,val_accuracy,val_f1
1.1796873807907104,1.0337794265326332,0.5,0.35209694235141414
0.9945414960384369,1.0645006526918972,0.3929889298892989,0.3478167256830845
1.0397506833076477,1.1413579846129698,0.503690036900369,0.33744142349398953
1.0602719068527222,1.025188230416354,0.503690036900369,0.33744142349398953
1.1084547996520997,1.055780135533389,0.474169741697417,0.3994404519561889
1.0510853230953217,1.0368159956791823,0.503690036900369,0.33744142349398953
1.054610049724579,1.0221087056047775,0.507380073800738,0.41698064349064545
1.0815349519252777,1.0001303728889017,0.525830258302583,0.38724526692503103
1.0435064435005188,1.0295298415071823,0.34686346863468637,0.26320446784455914
1.0424035608768463,1.0173767489545487,0.503690036900369,0.33744142349398953
0.9418599307537079,1.0042794592240278,0.5092250922509225,0.3494743899693639
0.9905905187129974,0.9871012936620152,0.5129151291512916,0.4376996500674275
0.9531126379966736,0.9876515251748702,0.5295202952029521,0.43626091567844005
1.0634030520915985,1.0280628835453707,0.4870848708487085,0.4219854553095648
0.9467102229595185,0.9802479551118963,0.5295202952029521,0.43094729436442303
1.005045336484909,0.9955828908611747,0.514760147601476,0.4371319252676568
1.0671556174755097,0.9624084935468786,0.5295202952029521,0.3994251455253406
1.0778373897075653,1.0175711232073166,0.5535055350553506,0.4581026057413555
1.0568312287330628,0.9869100258630865,0.518450184501845,0.3710930219749959
1.0089433014392852,0.9773283548214856,0.5239852398523985,0.3860790734068985
0.9283212661743164,0.9459482694373411,0.544280442804428,0.43152870670063176
0.9886805593967438,0.9946750384919784,0.5055350553505535,0.4690650094716986
1.0052465319633483,0.979724636849235,0.514760147601476,0.3803732760938962
0.9500179767608643,0.9550501879523782,0.5461254612546126,0.45146218597818744
0.9351960897445679,0.9482884407043457,0.544280442804428,0.4739276943083932
0.975042974948883,0.9483501315116882,0.551660516605166,0.4550733659897259
0.9779635488986969,1.0104731356396395,0.4870848708487085,0.4139241308625906
0.9813124299049377,1.0007563198313993,0.511070110701107,0.4274687296579797
0.9375485479831696,0.9563844063702751,0.5498154981549815,0.4444120058232709
0.9253625869750977,0.9648723637356478,0.5535055350553506,0.4497875958093263
0.9688248634338379,1.0134592512074638,0.5202952029520295,0.3746156621857982
0.9864817023277282,1.0130625156795277,0.4077490774907749,0.3724959588511096
0.9859846472740174,0.9454175303964054,0.551660516605166,0.4519903104988392
1.0054631173610686,0.9684754276976866,0.5369003690036901,0.5003267131890428
0.9703122913837433,0.9802897397209617,0.5627306273062731,0.45658671586715865
0.888470059633255,0.9704567316700431,0.5387453874538746,0.4717955844592126
0.8635359406471252,0.9731770753860474,0.5535055350553506,0.48960221035958723
1.0327434182167052,1.057000540635165,0.503690036900369,0.4497545923150114
0.9589315354824066,0.9710523503668168,0.5295202952029521,0.4010167855944354
1.0054396033287047,0.9351380327168632,0.5811808118081181,0.5416831903830085
0.9034153699874878,0.9493863600141862,0.5461254612546126,0.47770557196640634
0.9301280617713928,0.94840748871074,0.5276752767527675,0.48929018493724763
1.0147425889968873,0.9420522451400757,0.5479704797047971,0.44618784918554233
0.9126092553138733,0.954368614098605,0.5479704797047971,0.47732389935023856
0.9224415600299836,0.9483978169805863,0.5387453874538746,0.47176090594654074
0.9051157295703888,0.9382469110629138,0.5479704797047971,0.4374569924779547
0.8983807563781738,1.0117359213969286,0.496309963099631,0.4215412772055058
0.8583164393901825,0.9760498386972091,0.5479704797047971,0.4668574481597522
0.8894519329071044,1.001425697523005,0.47232472324723246,0.480742167715377
0.9388141334056854,0.9679563361055711,0.5498154981549815,0.44567966288182154
0.9540964424610138,0.9356012186583351,0.5553505535055351,0.44614809843665665
