step,train_loss,forward_duration,backward_duration,total_duration,before_gpu_mem,forward_gpu_mem,backward_gpu_mem,peak_gpu_mem,eval_loss,eval_duration
106,7.5625,0.0040498897433280945,0.009107918478548527,0.013157808221876621,651307008,19976217600,7160875520,32834806784,,
107,7.59375,0.004064170643687248,0.009044907055795193,0.013109077699482441,651307008,19976217600,7160875520,32834806784,,
108,7.59375,0.004025449976325035,0.009097248315811157,0.013122698292136192,651307008,19976217600,7160875520,32834806784,,
109,7.59375,0.00399950984865427,0.009057977236807346,0.013057487085461617,651307008,19976217600,7160875520,32834806784,,
110,7.5625,0.004026718437671661,0.009068857878446579,0.01309557631611824,651307008,19976217600,7160875520,32834806784,7.5275,0.06263490978628397
111,7.5,0.008586224168539047,0.04373101610690355,0.0523172402754426,651307008,19976217600,7160875520,32834806784,,
112,7.5625,0.0042860619723796844,0.009348670020699501,0.013634731993079185,651307008,19976217600,7160875520,32834806784,,
113,7.53125,0.004155880771577358,0.00925388839095831,0.013409769162535667,651307008,19976217600,7160875520,32834806784,,
114,7.53125,0.004069489426910877,0.009157808497548103,0.01322729792445898,651307008,19976217600,7160875520,32834806784,,
115,7.5625,0.0045236339792609215,0.00952015072107315,0.014043784700334072,651307008,19976217600,7160875520,32834806784,,
116,7.5625,0.00406940933316946,0.009176407940685749,0.01324581727385521,651307008,19976217600,7160875520,32834806784,,
117,7.53125,0.01852795761078596,0.023899007588624954,0.042426965199410915,651307008,19976217600,7160875520,32834806784,,
118,7.53125,0.00406052079051733,0.009096767753362656,0.013157288543879986,651307008,19976217600,7160875520,32834806784,,
119,7.53125,0.00402694009244442,0.009160847403109074,0.013187787495553493,651307008,19976217600,7160875520,32834806784,,
120,7.53125,0.004048650152981281,0.009082486853003502,0.013131137005984783,651307008,19976217600,7160875520,32834806784,7.4975,0.05965674243867397
121,7.53125,0.004072469659149647,0.010217836126685143,0.01429030578583479,651307008,19976217600,7160875520,32834806784,,
122,7.5,0.004065641202032566,0.009021666832268238,0.013087308034300804,651307008,19976217600,7160875520,32834806784,,
123,7.5,0.003996849060058594,0.009037546813488007,0.0130343958735466,651307008,19976217600,7160875520,32834806784,,
124,7.5,0.004007570445537567,0.009052596986293793,0.01306016743183136,651307008,19976217600,7160875520,32834806784,,
125,7.5,0.003964919596910477,0.009029127657413483,0.01299404725432396,651307008,19976217600,7160875520,32834806784,,
126,7.5,0.004013599827885628,0.009063336998224258,0.013076936826109886,651307008,19976217600,7160875520,32834806784,,
127,7.5,0.0042514316737651825,0.009338010102510452,0.013589441776275635,651307008,19976217600,7160875520,32834806784,,
128,7.46875,0.003984819166362286,0.009133817628026009,0.013118636794388294,651307008,19976217600,7160875520,32834806784,,
129,7.53125,0.004016919992864132,0.009144487790763378,0.01316140778362751,651307008,19976217600,7160875520,32834806784,,
130,7.5,0.003997989930212498,0.009038937278091908,0.013036927208304405,651307008,19976217600,7160875520,32834806784,7.47125,0.05968208901584148
131,7.5,0.004584462381899357,0.010045045055449009,0.014629507437348366,651307008,19976217600,7160875520,32834806784,,
132,7.5,0.003982508555054665,0.02079596556723118,0.024778474122285843,651307008,19976217600,7160875520,32834806784,,
133,7.46875,0.0057587530463933945,0.009071498177945614,0.014830251224339008,651307008,19976217600,7160875520,32834806784,,
134,7.5,0.004052929580211639,0.05116955190896988,0.05522248148918152,651307008,19976217600,7160875520,32834806784,,
135,7.46875,0.011359735392034054,0.009087027981877327,0.02044676337391138,651307008,19976217600,7160875520,32834806784,,
136,7.46875,0.003986460156738758,0.009051987901329994,0.013038448058068752,651307008,19976217600,7160875520,32834806784,,
137,7.46875,0.00400719977915287,0.009068858809769154,0.013076058588922024,651307008,19976217600,7160875520,32834806784,,
